sentence,relation_type
Acetaminophen_bf DRUG -_be L-methionine_be may_be decrease_be hepatic_be toxicity_be acetaminophen_be overdosage_be taking_be DRUG ._af,effect
Acetaminophen_bf DRUG -_be OTHER_DRUG may_af decrease_af hepatic_af toxicity_af acetaminophen_af overdosage_af taking_af DRUG ._af,effect
Acetaminophen_bf OTHER_DRUG -_be DRUG may_af decrease_af hepatic_af toxicity_af acetaminophen_af overdosage_af taking_af OTHER_DRUG ._af,effect
Acetazolamide_bf increases_bf DRUG excretion_be DRUG may_af decreased_af ._af,effect
Acetylsalicylic_bf acid_bf alter_bf clearance_bf (pharmacokinetics)_bf OTHER_DRUG ._be,effect
Acid-catalyzed_bf ethanolysis_bf DRUG anhydrous_be aqueous_be OTHER_DRUG solutions_af ._af,effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf DRUG ,_be glutamic_be acid_be HCl_be ,_be ascorbic_be acid_be ,_be fruit_be juices_be ,_be etc_be ._be )_be lower_be absorption_be amphetamines_be ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf DRUG ,_be glutamic_be acid_be HCl_be ,_be ascorbic_be acid_be ,_be fruit_be juices_be ,_be etc_be ._be )_be lower_be absorption_be amphetamines_be ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf DRUG ,_be glutamic_be acid_be HCl_be ,_be ascorbic_be acid_be ,_be fruit_be juices_be ,_be etc_be ._be )_be lower_be absorption_be OTHER_DRUG ._af",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf OTHER_DRUG ,_be glutamic_be acid_be HCl_be ,_be ascorbic_be acid_be ,_be fruit_be juices_be ,_be etc_be ._be )_be lower_be absorption_be amphetamines_be ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf OTHER_DRUG ,_be glutamic_be acid_be HCl_be ,_be ascorbic_be acid_be ,_be fruit_be juices_be ,_be etc_be ._be )_be lower_be absorption_be amphetamines_be ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf OTHER_DRUG ,_be glutamic_be acid_be HCl_be ,_be ascorbic_be acid_be ,_be fruit_be juices_be ,_be etc_be ._be )_be lower_be absorption_be amphetamines_be ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf amphetamines_bf ._bf",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf OTHER_DRUG ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf OTHER_DRUG ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf OTHER_DRUG ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf OTHER_DRUG ._be",effect
"Acidifying_bf agents:_bf Gastrointestinal_bf acidifying_bf agents_bf (guanethidine_bf ,_bf reserpine_bf ,_bf glutamic_bf acid_bf HCl_bf ,_bf ascorbic_bf acid_bf ,_bf fruit_bf juices_bf ,_bf etc_bf ._bf )_bf lower_bf absorption_bf OTHER_DRUG ._be",effect
Activity_bf buforin_bf II_bf alone_bf combination_bf azithromycin_bf OTHER_DRUG Cryptosporidium_be parvum_be cell_be culture_be ._be,effect
Activity_bf buforin_bf II_bf alone_bf combination_bf DRUG OTHER_DRUG Cryptosporidium_af parvum_af cell_af culture_af ._af,effect
Activity_bf buforin_bf II_bf alone_bf combination_bf OTHER_DRUG minocycline_be Cryptosporidium_be parvum_be cell_be culture_be ._be,effect
Acute_bf DRUG administration_be affect_be subjective_be responses_be OTHER_DRUG humans_af ._af,effect
"Acute_bf symptoms_bf treated_bf short-acting_bf ,_bf inhaled_bf DRUG OTHER_DRUG (the_af physician_af provide_af patient_af medication_af instruct_af patient_af used)_af ._af",effect
Additional_bf DRUG significantly_be inhibited_be absorption_be OTHER_DRUG dietary_af OTHER_DRUG treatments_af ._af,effect
Additional_bf DRUG significantly_be inhibited_be absorption_be OTHER_DRUG dietary_af OTHER_DRUG treatments_af ._af,effect
Additional_bf drugs_bf recommended_bf coadministration_bf DRUG OTHER_DRUG included_af ._af,effect
Additional_bf iron_bf significantly_bf inhibited_bf absorption_bf DRUG dietary_be DRUG treatments_af ._af,effect
"Additional_bf reductions_bf blood_bf pressure_bf may_bf occur_bf DRUG administered_be diuretics_be ,_be antihypertensive_be agents_be ,_be OTHER_DRUG ._af",effect
"Additional_bf reductions_bf blood_bf pressure_bf may_bf occur_bf DRUG administered_be diuretics_be ,_be antihypertensive_be agents_be ,_be vasodilators_be ._be",effect
"Additional_bf reductions_bf blood_bf pressure_bf may_bf occur_bf DRUG administered_be OTHER_DRUG ,_af antihypertensive_af agents_af ,_af vasodilators_af ._af",effect
"Additional_bf reductions_bf blood_bf pressure_bf may_bf occur_bf FLOLAN_bf administered_bf diuretics_bf ,_bf antihypertensive_bf agents_bf ,_bf OTHER_DRUG ._be",effect
"Additional_bf reductions_bf blood_bf pressure_bf may_bf occur_bf FLOLAN_bf administered_bf DRUG ,_be antihypertensive_be agents_be ,_be OTHER_DRUG ._af",effect
"Additional_bf reductions_bf blood_bf pressure_bf may_bf occur_bf FLOLAN_bf administered_bf DRUG ,_be antihypertensive_be agents_be ,_be vasodilators_be ._be",effect
"Additionally_bf ,_bf anti-malarial_bf drugs_bf ,_bf chloroquine_bf DRUG ,_be may_be antagonize_be activity_be OTHER_DRUG ._af",effect
"Additionally_bf ,_bf anti-malarial_bf drugs_bf ,_bf chloroquine_bf mefloquine_bf ,_bf may_bf antagonize_bf activity_bf OTHER_DRUG ._be",effect
"Additionally_bf ,_bf anti-malarial_bf drugs_bf ,_bf chloroquine_bf OTHER_DRUG ,_be may_be antagonize_be activity_be carbamazepine_be ._be",effect
"Additionally_bf ,_bf anti-malarial_bf drugs_bf ,_bf DRUG mefloquine_be ,_be may_be antagonize_be activity_be OTHER_DRUG ._af",effect
"Additionally_bf ,_bf anti-malarial_bf drugs_bf ,_bf DRUG OTHER_DRUG ,_af may_af antagonize_af activity_af carbamazepine_af ._af",effect
"Additionally_bf ,_bf anti-malarial_bf drugs_bf ,_bf OTHER_DRUG mefloquine_be ,_be may_be antagonize_be activity_be carbamazepine_be ._be",effect
"Additionally_bf ,_bf BREVIBLOC_bf used_bf control_bf supraventricular_bf tachycardia_bf presence_bf agents_bf vasoconstrictive_bf inotropic_bf dopamine_bf ,_bf DRUG ,_be OTHER_DRUG danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af",effect
"Additionally_bf ,_bf BREVIBLOC_bf used_bf control_bf supraventricular_bf tachycardia_bf presence_bf agents_bf vasoconstrictive_bf inotropic_bf DRUG ,_be epinephrine_be ,_be OTHER_DRUG danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af",effect
"Additionally_bf ,_bf BREVIBLOC_bf used_bf control_bf supraventricular_bf tachycardia_bf presence_bf agents_bf vasoconstrictive_bf inotropic_bf DRUG ,_be OTHER_DRUG ,_af norepinephrine_af danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af",effect
"Additionally_bf ,_bf DRUG alter_be pharmacokinetics_be OTHER_DRUG ,_af reflecting_af absence_af role_af CYP2D6_af zaleplon_af metabolism_af ._af",effect
"Additionally_bf ,_bf DRUG alter_be pharmacokinetics_be Sonata_be ,_be reflecting_be absence_be role_be CYP2D6_be OTHER_DRUG metabolism_af ._af",effect
"Additionally_bf ,_bf DRUG OTHER_DRUG show_af potential_af altering_af CYP1A2-mediated_af metabolism_af vitro_af ._af",effect
"Additionally_bf ,_bf DRUG used_be control_be supraventricular_be tachycardia_be presence_be agents_be vasoconstrictive_be inotropic_be dopamine_be ,_be epinephrine_be ,_be OTHER_DRUG danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af",effect
"Additionally_bf ,_bf DRUG used_be control_be supraventricular_be tachycardia_be presence_be agents_be vasoconstrictive_be inotropic_be dopamine_be ,_be OTHER_DRUG ,_af norepinephrine_af danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af",effect
"Additionally_bf ,_bf DRUG used_be control_be supraventricular_be tachycardia_be presence_be agents_be vasoconstrictive_be inotropic_be OTHER_DRUG ,_af epinephrine_af ,_af norepinephrine_af danger_af blocking_af cardiac_af contractility_af systemic_af vascular_af resistance_af high_af ._af",effect
"Additionally_bf ,_bf paroxetine_bf alter_bf pharmacokinetics_bf DRUG ,_be reflecting_be absence_be role_be CYP2D6_be OTHER_DRUG metabolism_af ._af",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf antihistamines_bf administered_bf concomitantly_bf CNS_bf depressants_bf including_bf barbiturates_bf ,_bf DRUG ,_be OTHER_DRUG ._af",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf antihistamines_bf administered_bf concomitantly_bf CNS_bf depressants_bf including_bf barbiturates_bf ,_bf OTHER_DRUG ,_be alcohol_be ._be",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf antihistamines_bf administered_bf concomitantly_bf CNS_bf depressants_bf including_bf barbiturates_bf ,_bf tranquilizers_bf ,_bf OTHER_DRUG ._be",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf antihistamines_bf administered_bf concomitantly_bf CNS_bf depressants_bf including_bf DRUG ,_be OTHER_DRUG ,_af alcohol_af ._af",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf antihistamines_bf administered_bf concomitantly_bf CNS_bf depressants_bf including_bf DRUG ,_be tranquilizers_be ,_be OTHER_DRUG ._af",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf antihistamines_bf administered_bf concomitantly_bf CNS_bf depressants_bf including_bf OTHER_DRUG ,_be tranquilizers_be ,_be alcohol_be ._be",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf DRUG administered_be concomitantly_be CNS_be depressants_be including_be barbiturates_be ,_be OTHER_DRUG ,_af alcohol_af ._af",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf DRUG administered_be concomitantly_be CNS_be depressants_be including_be barbiturates_be ,_be tranquilizers_be ,_be alcohol_be ._be",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf DRUG administered_be concomitantly_be CNS_be depressants_be including_be barbiturates_be ,_be tranquilizers_be ,_be OTHER_DRUG ._af",effect
"Additive_bf CNS_bf depression_bf may_bf occur_bf DRUG administered_be concomitantly_be CNS_be depressants_be including_be OTHER_DRUG ,_af tranquilizers_af ,_af alcohol_af ._af",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf DRUG ,_be antianxiety_be drugs_be ,_be hypnotics_be ,_be alcohol_be ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf DRUG ,_be antianxiety_be drugs_be ,_be hypnotics_be ,_be alcohol_be ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf DRUG ,_be antianxiety_be drugs_be ,_be hypnotics_be ,_be OTHER_DRUG ,_af opiate_af analgesics_af ._af",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf DRUG ,_be antianxiety_be drugs_be ,_be OTHER_DRUG ,_af alcohol_af ,_af opiate_af analgesics_af ._af",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf sedatives_bf ,_bf antianxiety_bf drugs_bf ,_bf DRUG ,_be alcohol_be ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf sedatives_bf ,_bf antianxiety_bf drugs_bf ,_bf DRUG ,_be OTHER_DRUG ,_af opiate_af analgesics_af ._af",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf sedatives_bf ,_bf antianxiety_bf drugs_bf ,_bf hypnotics_bf ,_bf alcohol_bf ,_bf opiate_bf analgesics_bf ._bf",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf sedatives_bf ,_bf antianxiety_bf drugs_bf ,_bf hypnotics_bf ,_bf DRUG ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf sedatives_bf ,_bf antianxiety_bf drugs_bf ,_bf hypnotics_bf ,_bf OTHER_DRUG ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf anesthetics_bf ,_bf sedatives_bf ,_bf antianxiety_bf drugs_bf ,_bf OTHER_DRUG ,_be alcohol_be ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf DRUG ,_be OTHER_DRUG ,_af antianxiety_af drugs_af ,_af hypnotics_af ,_af alcohol_af ,_af opiate_af analgesics_af ._af",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf DRUG ,_be sedatives_be ,_be antianxiety_be drugs_be ,_be hypnotics_be ,_be alcohol_be ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf DRUG ,_be sedatives_be ,_be antianxiety_be drugs_be ,_be hypnotics_be ,_be alcohol_be ,_be opiate_be analgesics_be ._be",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf DRUG ,_be sedatives_be ,_be antianxiety_be drugs_be ,_be hypnotics_be ,_be OTHER_DRUG ,_af opiate_af analgesics_af ._af",effect
"Additive_bf depressant_bf effect_bf used_bf general_bf DRUG ,_be sedatives_be ,_be antianxiety_be drugs_be ,_be OTHER_DRUG ,_af alcohol_af ,_af opiate_af analgesics_af ._af",effect
Adenosine:_bf Dipyridamole_bf reported_bf increase_bf plasma_bf levels_bf cardiovascular_bf effects_bf DRUG ._be,effect
Adenosine:_bf DRUG reported_be increase_be plasma_be levels_be cardiovascular_be effects_be OTHER_DRUG ._af,effect
Adenosine:_bf OTHER_DRUG reported_be increase_be plasma_be levels_be cardiovascular_be effects_be DRUG ._af,effect
Adequate_bf monitoring_bf DRUG plasma_be concentrations_be considered_be therapy_be OTHER_DRUG initiated_af changed_af patients_af receiving_af DRUG ._af,effect
Adequate_bf monitoring_bf DRUG plasma_be concentrations_be considered_be therapy_be VIOXX_be initiated_be changed_be patients_be receiving_be DRUG ._af,effect
Adequate_bf monitoring_bf OTHER_DRUG plasma_be concentrations_be considered_be therapy_be DRUG initiated_af changed_af patients_af receiving_af OTHER_DRUG ._af,effect
"ADL_bf 8-2698_bf ,_bf trans-3_bf ,_bf 4-dimethyl-4-(3-hydroxyphenyl)_bf piperidine_bf ,_bf prevents_bf gastrointestinal_bf effects_bf intravenous_bf OTHER_DRUG without_be affecting_be analgesia_be ._be",effect
ADL-8-2698_bf novel_bf peripherally_bf restricted_bf OTHER_DRUG antagonist_be may_be selectively_be prevent_be opioid-induced_be gastrointestinal_be effects_be without_be reversing_be analgesia_be ._be,effect
Administering_bf DRUG together_be OTHER_DRUG (100-500_af microM)_af inhibited_af InsP(3)-induced_af responses_af (both_af Ca(2+)_af current_af responses)_af dose-dependent_af fashion_af ._af,effect
Administration_bf 0_bf ._bf 1-mg/kg_bf (2_bf x_bf ED95)_bf DRUG 10%_be 95%_be recovery_be following_be intubating_be dose_be OTHER_DRUG (1_af mg/kg)_af produced_af 95%_af neuromuscular_af block_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf concomitantly_bf DRUG five_be normal_be volunteers_be resulted_be increased_be DRUG levels_af subjects_af bioavailability_af DRUG increased_af approximately_af 50%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf concomitantly_bf DRUG five_be normal_be volunteers_be resulted_be increased_be DRUG levels_af subjects_af bioavailability_af DRUG increased_af approximately_af 50%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf concomitantly_bf DRUG five_be normal_be volunteers_be resulted_be increased_be DRUG levels_af subjects_af bioavailability_af DRUG increased_af approximately_af 50%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf concomitantly_bf OTHER_DRUG five_be normal_be volunteers_be resulted_be increased_be OTHER_DRUG levels_af subjects_af bioavailability_af OTHER_DRUG increased_af approximately_af 50%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf concomitantly_bf OTHER_DRUG five_be normal_be volunteers_be resulted_be increased_be OTHER_DRUG levels_af subjects_af bioavailability_af OTHER_DRUG increased_af approximately_af 50%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf concomitantly_bf OTHER_DRUG five_be normal_be volunteers_be resulted_be increased_be OTHER_DRUG levels_af subjects_af bioavailability_af OTHER_DRUG increased_af approximately_af 50%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf DRUG 24_be healthy_be male_be subjects_be increased_be plasma_be DRUG concentrations_af approximately_af 20%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf OTHER_DRUG 24_be healthy_be male_be subjects_be increased_be plasma_be OTHER_DRUG concentrations_af approximately_af 20%_af ._af,effect
Administration_bf diltiazem_bf hydrochloride_bf OTHER_DRUG 24_be healthy_be male_be subjects_be increased_be plasma_be OTHER_DRUG concentrations_af approximately_af 20%_af ._af,effect
Administration_bf doxapram_bf patients_bf receiving_bf DRUG monoamine_be oxidase_be inhibiting_be drugs_be may_be result_be additive_be pressor_be effect_be ._be,effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be OTHER_DRUG ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be OTHER_DRUG ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be zinc_be ,_be formulations_be containing_be divalent_be trivalent_be cations_be OTHER_DRUG (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be zinc_be ,_be formulations_be containing_be divalent_be trivalent_be cations_be VIDEX_be (didanosine)_be chewable/buffered_be tablets_be pediatric_be powder_be oral_be solution_be ,_be may_be substantially_be interfere_be absorption_be DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be multivitamins_be containing_be iron_be zinc_be ,_be formulations_be containing_be divalent_be trivalent_be cations_be VIDEX_be (didanosine)_be chewable/buffered_be tablets_be pediatric_be powder_be oral_be solution_be ,_be may_be substantially_be interfere_be absorption_be DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be iron_be ,_be OTHER_DRUG containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be OTHER_DRUG ,_af multivitamins_af containing_af OTHER_DRUG zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be calcium_be ,_be sucralfate_be ,_be metal_be cations_be OTHER_DRUG ,_af multivitamins_af containing_af OTHER_DRUG zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be magnesium_be ,_be OTHER_DRUG ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be aluminum_be ,_be OTHER_DRUG ,_af calcium_af ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
"Administration_bf DRUG antacids_be containing_be OTHER_DRUG ,_af magnesium_af ,_af calcium_af ,_af sucralfate_af ,_af metal_af cations_af iron_af ,_af multivitamins_af containing_af iron_af zinc_af ,_af formulations_af containing_af divalent_af trivalent_af cations_af VIDEX_af (didanosine)_af chewable/buffered_af tablets_af pediatric_af powder_af oral_af solution_af ,_af may_af substantially_af interfere_af absorption_af DRUG ,_af resulting_af systemic_af concentrations_af considerably_af lower_af desired_af ._af",effect
Administration_bf DRUG concomitantly_be oral_be amiodarone_be shown_be result_be decreases_be serum_be concentrations_be amiodarone_be OTHER_DRUG ._af,effect
Administration_bf DRUG concomitantly_be oral_be OTHER_DRUG shown_af result_af decreases_af serum_af concentrations_af OTHER_DRUG desethylamiodarone_af ._af,effect
Administration_bf DRUG concomitantly_be oral_be OTHER_DRUG shown_af result_af decreases_af serum_af concentrations_af OTHER_DRUG desethylamiodarone_af ._af,effect
"Administration_bf DRUG CYP3A4_be inhibitors_be (e_be ._be g_be ._be ,_be erythromycin_be 500_be mg_be BID_be ,_be OTHER_DRUG 240_af mg_af QD_af ,_af saquinavir_af 1200_af mg_af TID_af ,_af fluconazole_af 200_af mg_af QD)_af resulted_af increases_af Cmax_af DRUG ranging_af 1_af ._af 4-_af 1_af ._af 6-_af fold_af AUC_af 2_af ._af 0-_af 2_af ._af 9-_af fold_af ._af",effect
